Dataset,Channel,Sparsifying Matrix,Algorithm,PRD,NMSE,SNDR,Time (s)
bciiv_1,FC4,DCT,OMP,1.6869024344860373,0.016869024344860373,17.881461741871526,1.4431321620941162
bciiv_1,FC6,DCT,OMP,1.4787712800786583,0.014787712800786583,18.271631338087836,1.4431321620941162
bciiv_1,CFC7,DCT,OMP,1.927260907568118,0.01927260907568118,17.936781442500575,1.4431321620941162
bciiv_1,CFC5,DCT,OMP,1.7698147369322754,0.017698147369322754,17.918794830927112,1.4431321620941162
bciiv_1,CFC3,DCT,OMP,1.7696057137681778,0.017696057137681777,17.80714428649281,1.4431321620941162
bciiv_1,CFC1,DCT,OMP,1.243676630621074,0.012436766306210741,19.24682959555958,1.4431321620941162
bciiv_1,CFC2,DCT,OMP,2.2970272870057764,0.022970272870057765,16.692076486417992,1.4431321620941162
bciiv_1,CFC4,DCT,OMP,2.508427462427585,0.025084274624275846,16.032950131290246,1.4431321620941162
bciiv_1,CFC6,DCT,OMP,1.6440422753134372,0.01644042275313437,17.808730484937175,1.4431321620941162
bciiv_1,CFC8,DCT,OMP,1.0372846026693157,0.010372846026693156,19.90173470189686,1.4431321620941162
bciiv_1,T7,DCT,OMP,2.293410738045323,0.022934107380453227,17.183393798671958,1.4431321620941162
bciiv_1,C5,DCT,OMP,1.8597055691020925,0.018597055691020926,17.974697176527737,1.4431321620941162
bciiv_1,C3,DCT,OMP,1.656742169970798,0.01656742169970798,18.332818892373993,1.4431321620941162
bciiv_1,C1,DCT,OMP,1.6236919356743384,0.016236919356743384,18.479052271260624,1.4431321620941162
bciiv_1,Cz,DCT,OMP,2.3980521408608557,0.023980521408608558,16.291539197656245,1.4431321620941162
