Dataset,Channel,Sparsifying Matrix,Algorithm,PRD,NMSE,SNDR,Time (s)
chbmit,FP1-F7,DCT,OrthogonalMatchingPursuit,8.441954769188753,0.08441954769188753,10.874987614639402,5.4169535636901855
chbmit,F7-T7,DCT,OrthogonalMatchingPursuit,38.631837693677355,0.3863183769367735,3.3573704326863965,5.4169535636901855
chbmit,T7-P7,DCT,OrthogonalMatchingPursuit,43.43322174817878,0.4343322174817878,2.7348231921988413,5.4169535636901855
chbmit,P7-O1,DCT,OrthogonalMatchingPursuit,9.520212117357644,0.09520212117357645,10.02086906939632,5.4169535636901855
chbmit,FP1-F3,DCT,OrthogonalMatchingPursuit,13.978269449498008,0.13978269449498007,8.413942680128931,5.4169535636901855
chbmit,F3-C3,DCT,OrthogonalMatchingPursuit,4.414148049522872,0.044141480495228716,13.472048884077118,5.4169535636901855
chbmit,C3-P3,DCT,OrthogonalMatchingPursuit,9.983781466920535,0.09983781466920534,9.808688271048716,5.4169535636901855
chbmit,P3-O1,DCT,OrthogonalMatchingPursuit,9.869026975946218,0.09869026975946218,9.923619450147635,5.4169535636901855
chbmit,FP2-F4,DCT,OrthogonalMatchingPursuit,1.620787720363733,0.01620787720363733,17.890404232107294,5.4169535636901855
chbmit,F4-C4,DCT,OrthogonalMatchingPursuit,3.4806404581048063,0.03480640458104806,14.581305304207316,5.4169535636901855
chbmit,C4-P4,DCT,OrthogonalMatchingPursuit,14.6651111378066,0.146651111378066,8.127643215824854,5.4169535636901855
chbmit,P4-O2,DCT,OrthogonalMatchingPursuit,13.365191860927867,0.13365191860927866,8.60662537154936,5.4169535636901855
chbmit,FP2-F8,DCT,OrthogonalMatchingPursuit,11.769296451705062,0.11769296451705061,9.196960746379938,5.4169535636901855
chbmit,F8-T8,DCT,OrthogonalMatchingPursuit,28.040696803328714,0.28040696803328713,4.91870083578669,5.4169535636901855
chbmit,T8-P8,DCT,OrthogonalMatchingPursuit,8.86591912147843,0.0886591912147843,10.465101952928446,5.4169535636901855
chbmit,P8-O2,DCT,OrthogonalMatchingPursuit,40.03162527411522,0.4003162527411522,3.3456539577304185,5.4169535636901855
chbmit,FZ-CZ,DCT,OrthogonalMatchingPursuit,39.01904486694344,0.39019044866943436,3.4192975416778326,5.4169535636901855
chbmit,CZ-PZ,DCT,OrthogonalMatchingPursuit,24.61959637036897,0.2461959637036897,5.581566814858241,5.4169535636901855
chbmit,P7-T7,DCT,OrthogonalMatchingPursuit,43.43322174817878,0.4343322174817878,2.729648873676182,5.4169535636901855
chbmit,T7-FT9,DCT,OrthogonalMatchingPursuit,49.98882776223593,0.49988827762235927,1.9734374732322486,5.4169535636901855
chbmit,FT9-FT10,DCT,OrthogonalMatchingPursuit,18.141974715069704,0.18141974715069703,7.307902113033777,5.4169535636901855
chbmit,FT10-T8,DCT,OrthogonalMatchingPursuit,43.59607487500137,0.4359607487500137,2.8053708229436527,5.4169535636901855
chbmit,FP1-F7,DCT,OrthogonalMatchingPursuit,0.3716018224081616,0.003716018224081616,24.39906272526798,6.827977657318115
chbmit,F7-T7,DCT,OrthogonalMatchingPursuit,1.4623695078713825,0.014623695078713824,18.502364809781614,6.827977657318115
chbmit,T7-P7,DCT,OrthogonalMatchingPursuit,23.5431023242696,0.23543102324269602,6.200607301206183,6.827977657318115
chbmit,P7-O1,DCT,OrthogonalMatchingPursuit,11.193755126949299,0.111937551269493,10.79760354778028,6.827977657318115
chbmit,FP1-F3,DCT,OrthogonalMatchingPursuit,0.6485294750722002,0.006485294750722002,21.8760024285482,6.827977657318115
chbmit,F3-C3,DCT,OrthogonalMatchingPursuit,4.3939493488632495,0.04393949348863249,13.512395215159234,6.827977657318115
chbmit,C3-P3,DCT,OrthogonalMatchingPursuit,1.06996454093414,0.0106996454093414,19.750016394005996,6.827977657318115
chbmit,P3-O1,DCT,OrthogonalMatchingPursuit,2.448771513413527,0.024487715134135273,16.49179522991922,6.827977657318115
chbmit,FP2-F4,DCT,OrthogonalMatchingPursuit,5.215955039404394,0.052159550394043935,12.821090187444074,6.827977657318115
chbmit,F4-C4,DCT,OrthogonalMatchingPursuit,5.760128663242611,0.05760128663242611,12.377486855448247,6.827977657318115
chbmit,C4-P4,DCT,OrthogonalMatchingPursuit,0.7111832026930264,0.007111832026930264,21.471266999036235,6.827977657318115
