Sparsifying Matrix,Algorithm,mean_PRD,mean_NMSE,mean_SNDR,mean_Time_s
DCT,OrthogonalMatchingPursuit,5.400680159930607,0.05400680159930593,17.327672809903685,21.32464934601181
DCT,SPGL1BasisPursuit2,6.389310400835709,0.06389310400835727,15.712493302839114,0.8423589955253162
DCT,SPGL1BasisPursuitDenoising2,6.387485470775256,0.06387485470775267,15.71218995178136,0.8844521741757447
Wavelet,OrthogonalMatchingPursuit,30.94702955441803,0.30947029554418154,9.408959605207595,18.129171505960926
Wavelet,SPGL1BasisPursuit2,7.812874932606473,0.07812874932606446,14.802159237438824,1.813608278954166
Wavelet,SPGL1BasisPursuitDenoising2,7.814485279625269,0.07814485279625255,14.801853072623263,1.7092515426942672
