Dataset,Channel,Sensing Matrix,Algorithm,PRD,NMSE,SNDR,Time (s)
chbmit,FP1-F7,Gaussian,OMP,6.466975027283003,0.06466975027283003,12.294212915241776,0.9980506896972656
chbmit,F7-T7,Gaussian,OMP,32.34486033091441,0.32344860330914404,5.52643933692361,0.9980506896972656
chbmit,T7-P7,Gaussian,OMP,111.72092682720427,1.1172092682720427,0.9465391399673949,0.9980506896972656
chbmit,P7-O1,Gaussian,OMP,75.13444656841321,0.751344465684132,2.130250540418412,0.9980506896972656
chbmit,FP1-F3,Gaussian,OMP,10.064820770200141,0.1006482077020014,10.410666199607109,0.9980506896972656
chbmit,F3-C3,Gaussian,OMP,56.09411624807304,0.5609411624807304,3.9211527893664826,0.9980506896972656
chbmit,C3-P3,Gaussian,OMP,57.49075245017197,0.5749075245017197,3.5693697494599035,0.9980506896972656
chbmit,P3-O1,Gaussian,OMP,27.673807342504897,0.27673807342504897,5.913938351777304,0.9980506896972656
chbmit,FP2-F4,Gaussian,OMP,10.415156783352742,0.10415156783352741,10.122327995812128,0.9980506896972656
chbmit,F4-C4,Gaussian,OMP,46.90044342798005,0.4690044342798005,3.6475123259856796,0.9980506896972656
chbmit,C4-P4,Gaussian,OMP,13.351424381899294,0.13351424381899293,9.290561761896734,0.9980506896972656
chbmit,P4-O2,Gaussian,OMP,68.61002624719596,0.6861002624719595,2.727454942202436,0.9980506896972656
chbmit,FP2-F8,Gaussian,OMP,56.13011650070754,0.5613011650070754,3.405120125319514,0.9980506896972656
chbmit,F8-T8,Gaussian,OMP,43.71865891082643,0.4371865891082643,4.0582498115727,0.9980506896972656
chbmit,T8-P8,Gaussian,OMP,5.862439559099362,0.05862439559099362,12.57916000222675,0.9980506896972656
chbmit,P8-O2,Gaussian,OMP,63.00813990299364,0.6300813990299364,3.538833551262037,0.9980506896972656
chbmit,FZ-CZ,Gaussian,OMP,97.80888287394738,0.9780888287394738,1.6410322949861995,0.9980506896972656
chbmit,CZ-PZ,Gaussian,OMP,34.836324117496964,0.34836324117496964,5.314160837507618,0.9980506896972656
chbmit,P7-T7,Gaussian,OMP,111.72092682720454,1.1172092682720454,0.9446283110235976,0.9980506896972656
chbmit,T7-FT9,Gaussian,OMP,148.2170483447917,1.4821704834479168,0.47419753553712896,0.9980506896972656
chbmit,FT9-FT10,Gaussian,OMP,58.447368840298786,0.5844736884029879,3.8894208519842626,0.9980506896972656
chbmit,FT10-T8,Gaussian,OMP,102.43145761936661,1.024314576193666,1.5083113246055977,0.9980506896972656
chbmit,FP1-F7,Gaussian,OMP,2.5399201351532437,0.02539920135153244,16.19272020507936,0.9938197135925293
chbmit,F7-T7,Gaussian,OMP,18.962771735645685,0.18962771735645684,7.453752868961167,0.9938197135925293
chbmit,T7-P7,Gaussian,OMP,103.04366288919897,1.0304366288919897,2.046785511993698,0.9938197135925293
chbmit,P7-O1,Gaussian,OMP,81.58461309790121,0.8158461309790122,1.6092128106898904,0.9938197135925293
chbmit,FP1-F3,Gaussian,OMP,2.3828297701977004,0.023828297701977003,16.299280829649682,0.9938197135925293
chbmit,F3-C3,Gaussian,OMP,37.29389728231386,0.37293897282313854,5.355473328905955,0.9938197135925293
chbmit,C3-P3,Gaussian,OMP,46.82107718987868,0.4682107718987868,3.973238381627937,0.9938197135925293
chbmit,P3-O1,Gaussian,OMP,70.31968287992885,0.7031968287992885,3.148351402756437,0.9938197135925293
chbmit,FP2-F4,Gaussian,OMP,10.835841464563499,0.10835841464563499,9.923789929981554,0.9938197135925293
chbmit,F4-C4,Gaussian,OMP,38.402267725901126,0.38402267725901124,4.724302907929461,0.9938197135925293
chbmit,C4-P4,Gaussian,OMP,4.834779506561771,0.04834779506561771,13.36590844155708,0.9938197135925293
chbmit,P4-O2,Gaussian,OMP,35.588792773776696,0.35588792773776695,5.073141551836407,0.9938197135925293
chbmit,FP2-F8,Gaussian,OMP,69.70546981016075,0.6970546981016075,2.8890741390137933,0.9938197135925293
chbmit,F8-T8,Gaussian,OMP,106.47152440459652,1.0647152440459653,1.198777647473299,0.9938197135925293
chbmit,T8-P8,Gaussian,OMP,1.4663185960165612,0.014663185960165612,18.434011646313326,0.9938197135925293
chbmit,P8-O2,Gaussian,OMP,41.14235908654426,0.4114235908654426,4.883686780339233,0.9938197135925293
chbmit,FZ-CZ,Gaussian,OMP,130.09041892730707,1.3009041892730706,0.6908224319180796,0.9938197135925293
chbmit,CZ-PZ,Gaussian,OMP,133.55287184863622,1.3355287184863622,0.5122520000459201,0.9938197135925293
chbmit,P7-T7,Gaussian,OMP,103.04366288919864,1.0304366288919864,2.0487873957700837,0.9938197135925293
chbmit,T7-FT9,Gaussian,OMP,78.58460489078318,0.7858460489078318,2.067764892705362,0.9938197135925293
