Sensing Matrix,Algorithm,mean_PRD,mean_NMSE,mean_SNDR,mean_Time_s
BPBD,BPDN,8.171420584539632,0.08171420584539624,14.731788168730503,0.9232210692043962
BPBD,OMP,6.867226409695058,0.06867226409695056,16.688280746998206,1.5004688190591746
BPBD,SOMP,6.8670590432689025,0.068670590432689,16.68841321927132,7.425796736026633
Gaussian,BPDN,17.348525652847396,0.1734852565284741,10.521772446924418,4.456732611491763
Gaussian,OMP,40.63872831764765,0.40638728317647715,8.312925795366516,2.06059908833997
Gaussian,SOMP,65.51772789549202,0.6551772789549197,7.5199563784103605,6.048361262946293
