Dataset,Channel,Sensing Matrix,Algorithm,PRD,NMSE,SNDR,Time (s)
chbmit,FP1-F7,Gaussian,OMP,124.6881033840176,1.246881033840176,-0.03506695545461192,0.430269718170166
chbmit,F7-T7,Gaussian,OMP,435.1293450379245,4.351293450379245,-0.6172634784550197,0.430269718170166
chbmit,T7-P7,Gaussian,OMP,3534.541850137379,35.345418501373786,-0.15990322032163917,0.430269718170166
chbmit,P7-O1,Gaussian,OMP,174.61204006083238,1.7461204006083237,-0.467031511641737,0.430269718170166
chbmit,FP1-F3,Gaussian,OMP,150.22352621641366,1.5022352621641366,-0.1439837141723421,0.430269718170166
chbmit,F3-C3,Gaussian,OMP,404.9024395566371,4.049024395566371,-0.1059973735963038,0.430269718170166
chbmit,C3-P3,Gaussian,OMP,693.4994125007212,6.934994125007211,0.4279566963075057,0.430269718170166
chbmit,P3-O1,Gaussian,OMP,109.60564187576432,1.0960564187576431,0.7404542315603957,0.430269718170166
chbmit,FP2-F4,Gaussian,OMP,336.50573260646394,3.3650573260646395,0.30880007100984325,0.430269718170166
chbmit,F4-C4,Gaussian,OMP,172.12950857920418,1.721295085792042,0.540779583371299,0.430269718170166
chbmit,C4-P4,Gaussian,OMP,175.73417607547276,1.7573417607547275,-0.5865042033956838,0.430269718170166
chbmit,P4-O2,Gaussian,OMP,1133.1247065741743,11.331247065741742,-0.019177656753800242,0.430269718170166
chbmit,FP2-F8,Gaussian,OMP,155.8694875032009,1.558694875032009,-0.46780550920239317,0.430269718170166
chbmit,F8-T8,Gaussian,OMP,1689.005682373927,16.89005682373927,-0.03275948330450647,0.430269718170166
chbmit,T8-P8,Gaussian,OMP,133.28003271254013,1.3328003271254014,0.09062020704084062,0.430269718170166
chbmit,P8-O2,Gaussian,OMP,233.30373974640796,2.3330373974640795,-1.430630815878998,0.430269718170166
chbmit,FZ-CZ,Gaussian,OMP,211.0249152820617,2.110249152820617,-1.0355904797867408,0.430269718170166
chbmit,CZ-PZ,Gaussian,OMP,199.29005464486872,1.9929005464486873,-0.6563677447130067,0.430269718170166
chbmit,P7-T7,Gaussian,OMP,214.78628549060664,2.1478628549060663,-0.8371678301169482,0.430269718170166
chbmit,T7-FT9,Gaussian,OMP,181.62723723824212,1.8162723723824212,-1.562611300624276,0.430269718170166
chbmit,FT9-FT10,Gaussian,OMP,324.3515747175259,3.2435157471752594,-0.9504215306801467,0.430269718170166
chbmit,FT10-T8,Gaussian,OMP,169.1883882559496,1.691883882559496,-1.44730792716789,0.430269718170166
chbmit,FP1-F7,Gaussian,OMP,784.4507624242851,7.844507624242851,0.3925060393177898,1.7671375274658203
chbmit,F7-T7,Gaussian,OMP,3681.0207255726964,36.810207255726965,0.0455033367719514,1.7671375274658203
chbmit,T7-P7,Gaussian,OMP,215.55899738533486,2.1555899738533486,-0.5020725521217972,1.7671375274658203
chbmit,P7-O1,Gaussian,OMP,131.50205088335954,1.3150205088335956,1.6076071505162817,1.7671375274658203
chbmit,FP1-F3,Gaussian,OMP,198.16678695791728,1.981667869579173,1.2186513256987963,1.7671375274658203
chbmit,F3-C3,Gaussian,OMP,130.98419782027187,1.3098419782027186,0.7709246332713324,1.7671375274658203
chbmit,C3-P3,Gaussian,OMP,58.88275392515777,0.5888275392515777,3.588163601670269,1.7671375274658203
