Dataset,Channel,Sparsifying Matrix,Algorithm,PRD,NMSE,SNDR,Time (s)
bciiv_1,CFC7,DCT,OMP,0.6731534359207902,0.006731534359207903,26.188266568072947,12.620872497558594
bciiv_1,CFC5,DCT,OMP,0.7916702811876205,0.007916702811876205,22.670702545403195,12.620872497558594
bciiv_1,CFC3,DCT,OMP,0.46536154370374694,0.004653615437037469,24.609929826162062,12.620872497558594
bciiv_1,CFC1,DCT,OMP,0.3927266685004692,0.003927266685004692,24.449588426774515,12.620872497558594
bciiv_1,CFC2,DCT,OMP,0.2983633841835138,0.0029836338418351383,25.893906765560345,12.620872497558594
bciiv_1,CFC4,DCT,OMP,0.48898921379925236,0.0048898921379925235,24.67894125707663,12.620872497558594
bciiv_1,CFC6,DCT,OMP,0.23765688765689705,0.0023765688765689705,27.30695626323299,12.620872497558594
bciiv_1,CFC8,DCT,OMP,0.3672112642526462,0.003672112642526462,26.466690683432013,12.620872497558594
bciiv_1,T7,DCT,OMP,0.3931802773882714,0.003931802773882714,24.397183571032887,12.620872497558594
bciiv_1,C5,DCT,OMP,0.8202955066344721,0.008202955066344721,21.599671376962803,12.620872497558594
bciiv_1,C3,DCT,OMP,0.37668853434233696,0.0037668853434233694,25.249166105746358,12.620872497558594
bciiv_1,C1,DCT,OMP,0.4914763810248587,0.004914763810248587,24.44992750213339,12.620872497558594
bciiv_1,Cz,DCT,OMP,0.4893564027029661,0.004893564027029661,23.239401763590067,12.620872497558594
bciiv_1,C2,DCT,OMP,0.4515588307347119,0.004515588307347119,23.465678018395735,12.620872497558594
bciiv_1,C4,DCT,OMP,0.7657047568178035,0.007657047568178034,22.36015306787582,12.620872497558594
bciiv_1,C6,DCT,OMP,0.6049289993365295,0.006049289993365296,25.12907641899713,12.620872497558594
bciiv_1,T8,DCT,OMP,0.6453354789637158,0.006453354789637157,22.80079939537054,12.620872497558594
bciiv_1,CCP7,DCT,OMP,0.7184367699349388,0.007184367699349388,24.571620072885597,12.620872497558594
bciiv_1,CCP5,DCT,OMP,0.6099375055688804,0.006099375055688804,24.115740576023207,12.620872497558594
bciiv_1,CCP3,DCT,OMP,0.5531801239446426,0.005531801239446426,23.48400048408086,12.620872497558594
bciiv_1,CCP1,DCT,OMP,0.4122509745137712,0.004122509745137712,23.94047221691666,12.620872497558594
bciiv_1,CCP2,DCT,OMP,0.38852640152111323,0.0038852640152111325,24.330805877906386,12.620872497558594
bciiv_1,CCP4,DCT,OMP,0.48966348206450505,0.004896634820645051,23.232865922161917,12.620872497558594
bciiv_1,CCP6,DCT,OMP,0.27767528414535003,0.0027767528414535006,26.333085553134783,12.620872497558594
bciiv_1,CCP8,DCT,OMP,1.433307603590994,0.01433307603590994,18.73616246224063,12.620872497558594
bciiv_1,CP5,DCT,OMP,0.5981203107112297,0.005981203107112297,24.032373302920643,12.620872497558594
bciiv_1,CP3,DCT,OMP,0.5205698534158123,0.005205698534158123,26.800968991226156,12.620872497558594
bciiv_1,CP1,DCT,OMP,0.2799862781068489,0.002799862781068489,25.619300882578074,12.620872497558594
bciiv_1,CPz,DCT,OMP,0.2856877482243469,0.002856877482243469,25.459789332711438,12.620872497558594
bciiv_1,CP2,DCT,OMP,0.5229391924677855,0.005229391924677855,24.643173362601516,12.620872497558594
bciiv_1,CP4,DCT,OMP,0.7471443487181972,0.007471443487181972,21.57751202626136,12.620872497558594
bciiv_1,CP6,DCT,OMP,0.21468474634476423,0.002146847463447642,28.16385450573818,12.620872497558594
bciiv_1,P5,DCT,OMP,0.520554911322007,0.00520554911322007,25.05872204448921,12.620872497558594
bciiv_1,P3,DCT,OMP,0.621347618610243,0.00621347618610243,22.395436792457822,12.620872497558594
bciiv_1,P1,DCT,OMP,0.8487466972425047,0.008487466972425048,21.791490955077943,12.620872497558594
bciiv_1,Pz,DCT,OMP,0.6802123087062938,0.006802123087062938,21.92254770077247,12.620872497558594
bciiv_1,P2,DCT,OMP,0.5965307757154042,0.005965307757154043,22.278036911369078,12.620872497558594
bciiv_1,P4,DCT,OMP,0.6852524938929938,0.006852524938929938,23.199348609636452,12.620872497558594
bciiv_1,P6,DCT,OMP,0.16704039383468341,0.0016704039383468343,27.8043235698118,12.620872497558594
bciiv_1,PO1,DCT,OMP,0.5117655140656762,0.005117655140656762,23.72736413998581,12.620872497558594
bciiv_1,PO2,DCT,OMP,0.8884837136325088,0.008884837136325088,20.964239319720534,12.620872497558594
bciiv_1,O1,DCT,OMP,0.5676504800876334,0.005676504800876334,27.586348889548823,12.620872497558594
bciiv_1,O2,DCT,OMP,0.32463943480187896,0.0032463943480187897,27.528715074559994,12.620872497558594
chbmit,FP1-F7,DCT,OMP,0.18510749117379816,0.0018510749117379816,27.32325152379552,7.714658737182617
chbmit,F7-T7,DCT,OMP,0.3206164406518236,0.0032061644065182362,25.293770901730653,7.714658737182617
chbmit,T7-P7,DCT,OMP,17.460265925459318,0.17460265925459317,7.419105813608892,7.714658737182617
chbmit,P7-O1,DCT,OMP,12.638086585840961,0.1263808658584096,8.998712103450032,7.714658737182617
chbmit,FP1-F3,DCT,OMP,0.08826310894255426,0.0008826310894255426,30.77265216823796,7.714658737182617
chbmit,F3-C3,DCT,OMP,0.6129987351712369,0.006129987351712369,22.12403942340368,7.714658737182617
chbmit,C3-P3,DCT,OMP,9.934191099583924,0.09934191099583924,10.229285947077544,7.714658737182617
chbmit,P3-O1,DCT,OMP,5.230211103818703,0.05230211103818703,13.08622632179124,7.714658737182617
chbmit,FP2-F4,DCT,OMP,0.13800642388478224,0.0013800642388478225,29.045815492600028,7.714658737182617
chbmit,F4-C4,DCT,OMP,0.4245244240133709,0.004245244240133709,23.967707155769826,7.714658737182617
chbmit,C4-P4,DCT,OMP,0.17411670681235528,0.0017411670681235529,27.765806190287933,7.714658737182617
chbmit,P4-O2,DCT,OMP,2.0554687489184627,0.020554687489184625,17.3930742886651,7.714658737182617
chbmit,FP2-F8,DCT,OMP,0.4787561549203364,0.004787561549203364,23.643105076804794,7.714658737182617
chbmit,F8-T8,DCT,OMP,3.7604414931567054,0.037604414931567055,14.190136659199968,7.714658737182617
chbmit,T8-P8,DCT,OMP,0.039030573969298016,0.0003903057396929801,34.431366526245604,7.714658737182617
chbmit,P8-O2,DCT,OMP,0.5997378627201259,0.005997378627201258,22.46560516541532,7.714658737182617
chbmit,FZ-CZ,DCT,OMP,12.999563417580323,0.12999563417580323,8.477085335122563,7.714658737182617
chbmit,CZ-PZ,DCT,OMP,16.78616774769508,0.16786167747695083,6.945334189833399,7.714658737182617
chbmit,P7-T7,DCT,OMP,17.46026592545931,0.17460265925459312,7.414481248261002,7.714658737182617
chbmit,T7-FT9,DCT,OMP,3.9286798178435096,0.0392867981784351,14.229163086198668,7.714658737182617
chbmit,FT9-FT10,DCT,OMP,0.1564901983238233,0.0015649019832382329,28.341556940084356,7.714658737182617
chbmit,FT10-T8,DCT,OMP,1.9163342347061014,0.019163342347061015,17.412151903765047,7.714658737182617
chbmit,FP1-F7,DCT,OMP,0.09170815537241649,0.0009170815537241649,30.39817395291668,8.298008918762207
chbmit,F7-T7,DCT,OMP,1.0518400249488733,0.010518400249488732,19.836664387702385,8.298008918762207
chbmit,T7-P7,DCT,OMP,7.034220523228867,0.07034220523228867,11.446655306118492,8.298008918762207
chbmit,P7-O1,DCT,OMP,9.073229073052529,0.09073229073052529,10.214502405087622,8.298008918762207
chbmit,FP1-F3,DCT,OMP,0.12494924025638385,0.0012494924025638384,29.10545661713986,8.298008918762207
chbmit,F3-C3,DCT,OMP,1.3669981656051093,0.013669981656051093,18.665571084416676,8.298008918762207
chbmit,C3-P3,DCT,OMP,0.9353566963075498,0.009353566963075498,20.280749059563853,8.298008918762207
chbmit,P3-O1,DCT,OMP,1.287557873575818,0.01287557873575818,18.882026545332387,8.298008918762207
chbmit,FP2-F4,DCT,OMP,0.11269515898462625,0.0011269515898462625,29.480604654727983,8.298008918762207
chbmit,F4-C4,DCT,OMP,0.3004209972530299,0.003004209972530299,25.27854104033129,8.298008918762207
chbmit,C4-P4,DCT,OMP,0.40843830818390514,0.004084383081839052,24.00412067221215,8.298008918762207
chbmit,P4-O2,DCT,OMP,2.6115674651752054,0.026115674651752054,15.867152912829603,8.298008918762207
chbmit,FP2-F8,DCT,OMP,0.7020643013941092,0.007020643013941092,21.537196431724347,8.298008918762207
chbmit,F8-T8,DCT,OMP,5.391876605258654,0.05391876605258654,12.556938061975737,8.298008918762207
chbmit,T8-P8,DCT,OMP,0.07440072445814683,0.0007440072445814682,31.351166313981498,8.298008918762207
chbmit,P8-O2,DCT,OMP,0.5470243910763894,0.0054702439107638945,22.618058393077707,8.298008918762207
chbmit,FZ-CZ,DCT,OMP,6.407027565296137,0.06407027565296138,11.93777633305614,8.298008918762207
chbmit,CZ-PZ,DCT,OMP,8.835638438625736,0.08835638438625736,10.507925049459036,8.298008918762207
chbmit,P7-T7,DCT,OMP,7.03422052322887,0.07034220523228871,11.448605212667605,8.298008918762207
chbmit,T7-FT9,DCT,OMP,5.254986315106487,0.05254986315106487,12.749285336114177,8.298008918762207
chbmit,FT9-FT10,DCT,OMP,0.0890840046966441,0.000890840046966441,30.50099386089616,8.298008918762207
chbmit,FT10-T8,DCT,OMP,2.1533471594550595,0.021533471594550595,16.618608151191182,8.298008918762207
bciiii_2,FC5,DCT,OMP,1.667253897040006,0.01667253897040006,19.044845242627716,13.966710329055786
bciiii_2,FC3,DCT,OMP,5.641222742608116,0.056412227426081166,12.941942294841038,13.966710329055786
bciiii_2,FC1,DCT,OMP,1.7623258436165898,0.017623258436165898,17.738878064511134,13.966710329055786
bciiii_2,FCz,DCT,OMP,1.3699708319970318,0.013699708319970319,18.84869005512669,13.966710329055786
bciiii_2,FC2,DCT,OMP,1.6222117606108102,0.016222117606108102,18.013309790136244,13.966710329055786
bciiii_2,FC4,DCT,OMP,1.9161241201282886,0.019161241201282885,17.53339164293903,13.966710329055786
bciiii_2,FC6,DCT,OMP,2.5376112532977584,0.025376112532977585,16.050671667917303,13.966710329055786
bciiii_2,C5,DCT,OMP,3.727306774784646,0.03727306774784646,14.55725290716136,13.966710329055786
bciiii_2,C3,DCT,OMP,2.3963154288427124,0.023963154288427123,16.536757659658083,13.966710329055786
bciiii_2,C1,DCT,OMP,1.8770489923804579,0.01877048992380458,18.02450714849741,13.966710329055786
bciiii_2,Cz,DCT,OMP,2.3142081821660354,0.023142081821660353,16.30430142548752,13.966710329055786
bciiii_2,C2,DCT,OMP,2.361522034700397,0.023615220347003973,16.565802780763057,13.966710329055786
bciiii_2,C4,DCT,OMP,2.8758273848396265,0.028758273848396264,15.637789744564149,13.966710329055786
bciiii_2,C6,DCT,OMP,2.5575283558043163,0.02557528355804316,15.860377420744394,13.966710329055786
bciiii_2,CP5,DCT,OMP,3.4005674987862298,0.0340056749878623,14.83346442544164,13.966710329055786
bciiii_2,CP3,DCT,OMP,3.3428194766683483,0.03342819476668348,14.728266571086813,13.966710329055786
bciiii_2,CP1,DCT,OMP,3.1430460198586743,0.031430460198586745,15.473650258664101,13.966710329055786
bciiii_2,CPz,DCT,OMP,3.0780864312326104,0.030780864312326104,15.545630628413996,13.966710329055786
bciiii_2,CP2,DCT,OMP,3.078551994830485,0.030785519948304852,15.652912098197135,13.966710329055786
bciiii_2,CP4,DCT,OMP,3.48700050625725,0.0348700050625725,15.399160835208288,13.966710329055786
bciiii_2,CP6,DCT,OMP,2.704728043793112,0.02704728043793112,16.509108514098344,13.966710329055786
bciiii_2,Fp1,DCT,OMP,0.264288241150358,0.00264288241150358,25.901080914794736,13.966710329055786
bciiii_2,Fpz,DCT,OMP,0.246209526046395,0.00246209526046395,26.346634486293258,13.966710329055786
bciiii_2,Fp2,DCT,OMP,0.20700852918585042,0.002070085291858504,26.985984400153782,13.966710329055786
bciiii_2,AF7,DCT,OMP,0.3347629016832038,0.0033476290168320375,24.757569506207812,13.966710329055786
bciiii_2,AF3,DCT,OMP,0.3613938954704296,0.0036139389547042962,24.420331863978333,13.966710329055786
bciiii_2,AFz,DCT,OMP,0.6221924463945345,0.006221924463945345,22.3012772036082,13.966710329055786
bciiii_2,AF4,DCT,OMP,0.23202538133682554,0.0023202538133682555,26.33635723851066,13.966710329055786
bciiii_2,AF8,DCT,OMP,0.23289574340363398,0.00232895743403634,26.321746807691795,13.966710329055786
bciiii_2,F7,DCT,OMP,0.9516103848789796,0.009516103848789797,20.316815895147123,13.966710329055786
bciiii_2,F5,DCT,OMP,0.7688817888589842,0.007688817888589842,21.618343206108463,13.966710329055786
bciiii_2,F3,DCT,OMP,0.7560977699900228,0.007560977699900228,21.442905629037732,13.966710329055786
bciiii_2,F1,DCT,OMP,2.1958205203742165,0.021958205203742164,16.598281763787103,13.966710329055786
bciiii_2,Fz,DCT,OMP,0.6373105775715804,0.006373105775715804,22.24030601106925,13.966710329055786
bciiii_2,F2,DCT,OMP,0.6120576140152605,0.006120576140152605,22.258866846391584,13.966710329055786
bciiii_2,F4,DCT,OMP,0.6432343546786818,0.006432343546786818,22.07047209766108,13.966710329055786
bciiii_2,F6,DCT,OMP,0.4093495047394944,0.004093495047394944,23.899830641340387,13.966710329055786
bciiii_2,F8,DCT,OMP,0.2762094548185148,0.002762094548185148,27.438131085685985,13.966710329055786
bciiii_2,FT7,DCT,OMP,1.4103646356785218,0.014103646356785217,18.486742688298282,13.966710329055786
bciiii_2,FT8,DCT,OMP,1.9669453316996026,0.019669453316996027,19.877790405291247,13.966710329055786
bciiii_2,T7,DCT,OMP,3.384432881000893,0.03384432881000893,14.635905362517887,13.966710329055786
bciiii_2,T8,DCT,OMP,2.1872026099738924,0.021872026099738925,19.518684648549684,13.966710329055786
bciiii_2,T9,DCT,OMP,4.452408636304768,0.04452408636304768,13.459558753268313,13.966710329055786
bciiii_2,T10,DCT,OMP,5.039710756107558,0.050397107561075585,13.082197652001613,13.966710329055786
bciiii_2,TP7,DCT,OMP,13.736240241884346,0.13736240241884345,8.456574074315482,13.966710329055786
bciiii_2,TP8,DCT,OMP,4.837001064474826,0.04837001064474827,13.023285812079191,13.966710329055786
bciiii_2,P7,DCT,OMP,9.539857177112742,0.09539857177112741,10.14182678656141,13.966710329055786
bciiii_2,P5,DCT,OMP,9.532437518481759,0.09532437518481758,9.975940162699633,13.966710329055786
bciiii_2,P3,DCT,OMP,6.371889451314582,0.06371889451314582,11.70949888092142,13.966710329055786
bciiii_2,P1,DCT,OMP,4.672535008043091,0.04672535008043092,13.290833064948126,13.966710329055786
bciiii_2,Pz,DCT,OMP,2.695305856213653,0.026953058562136534,16.70463831698459,13.966710329055786
bciiii_2,P2,DCT,OMP,4.568572183454943,0.045685721834549435,13.27323661710433,13.966710329055786
bciiii_2,P4,DCT,OMP,5.086882963277593,0.05086882963277593,13.627682827848913,13.966710329055786
bciiii_2,P6,DCT,OMP,4.92548040071976,0.0492548040071976,13.974274915741285,13.966710329055786
bciiii_2,P8,DCT,OMP,4.1837939621997515,0.041837939621997514,17.232433100539406,13.966710329055786
bciiii_2,PO7,DCT,OMP,7.33803866117965,0.0733803866117965,11.403721503095136,13.966710329055786
bciiii_2,PO3,DCT,OMP,7.336166245365935,0.07336166245365935,11.068466108804904,13.966710329055786
bciiii_2,POz,DCT,OMP,3.4529273121429545,0.034529273121429546,15.565027614887331,13.966710329055786
bciiii_2,PO4,DCT,OMP,7.011441606541083,0.07011441606541083,11.303966914052843,13.966710329055786
bciiii_2,PO8,DCT,OMP,6.321936468545501,0.06321936468545501,12.219714164636093,13.966710329055786
bciiii_2,O1,DCT,OMP,4.871618563166664,0.048716185631666645,13.374747294084788,13.966710329055786
bciiii_2,Oz,DCT,OMP,7.808127620374229,0.07808127620374229,11.117381203129998,13.966710329055786
bciiii_2,O2,DCT,OMP,5.648406444975432,0.05648406444975432,13.479502499029827,13.966710329055786
bciiii_2,Iz,DCT,OMP,22.428176138027254,0.22428176138027253,6.014806585535641,13.966710329055786
bciiii_2,FC5,DCT,OMP,4.788504825436771,0.047885048254367714,13.456050166501596,13.222702026367188
bciiii_2,FC3,DCT,OMP,25.332828464196183,0.25332828464196183,6.702824590863562,13.222702026367188
bciiii_2,FC1,DCT,OMP,5.769599848521449,0.05769599848521449,15.644877571605813,13.222702026367188
bciiii_2,FCz,DCT,OMP,3.2302882981030736,0.032302882981030734,15.299938206573154,13.222702026367188
bciiii_2,FC2,DCT,OMP,4.438642727645312,0.044386427276453116,16.612844945989785,13.222702026367188
bciiii_2,FC4,DCT,OMP,4.533116742298578,0.04533116742298578,16.054165485804685,13.222702026367188
bciiii_2,FC6,DCT,OMP,3.838908451012804,0.03838908451012804,16.267872254612477,13.222702026367188
bciiii_2,C5,DCT,OMP,8.959667857507982,0.08959667857507983,13.877545235712036,13.222702026367188
bciiii_2,C3,DCT,OMP,6.38274076652245,0.0638274076652245,12.40333581010707,13.222702026367188
bciiii_2,C1,DCT,OMP,6.661374368994618,0.06661374368994619,12.46221145716897,13.222702026367188
bciiii_2,Cz,DCT,OMP,2.323589085012793,0.02323589085012793,17.026237869153075,13.222702026367188
bciiii_2,C2,DCT,OMP,5.258471596328729,0.05258471596328729,17.58898417008551,13.222702026367188
bciiii_2,C4,DCT,OMP,6.095483416604514,0.06095483416604514,18.172264442797537,13.222702026367188
bciiii_2,C6,DCT,OMP,4.307540723488994,0.043075407234889944,19.273202079890023,13.222702026367188
bciiii_2,CP5,DCT,OMP,7.766665858593945,0.07766665858593945,14.895825387085022,13.222702026367188
bciiii_2,CP3,DCT,OMP,6.404635702948889,0.0640463570294889,16.119501833252436,13.222702026367188
bciiii_2,CP1,DCT,OMP,7.1034713150657876,0.07103471315065787,16.509755236921777,13.222702026367188
bciiii_2,CPz,DCT,OMP,5.7081557161698235,0.057081557161698236,17.010856454119956,13.222702026367188
bciiii_2,CP2,DCT,OMP,7.357178915722005,0.07357178915722005,16.550456533915604,13.222702026367188
bciiii_2,CP4,DCT,OMP,6.852734514308177,0.06852734514308177,18.33193166934494,13.222702026367188
bciiii_2,CP6,DCT,OMP,4.914614343633004,0.04914614343633004,15.169803567041313,13.222702026367188
bciiii_2,Fp1,DCT,OMP,0.8494610841518104,0.008494610841518105,26.82542121897317,13.222702026367188
bciiii_2,Fpz,DCT,OMP,0.9721286501891058,0.009721286501891057,27.14523593159717,13.222702026367188
bciiii_2,Fp2,DCT,OMP,0.6266448779312475,0.006266448779312475,26.46891984696215,13.222702026367188
bciiii_2,AF7,DCT,OMP,1.1939284490159126,0.011939284490159125,25.417824512461593,13.222702026367188
bciiii_2,AF3,DCT,OMP,1.758694312743641,0.01758694312743641,22.36651337979401,13.222702026367188
bciiii_2,AFz,DCT,OMP,3.566370777770147,0.03566370777770147,16.737806941662853,13.222702026367188
bciiii_2,AF4,DCT,OMP,1.438653263160842,0.014386532631608419,23.88409213461944,13.222702026367188
bciiii_2,AF8,DCT,OMP,1.3734484392973934,0.013734484392973935,24.00136105913022,13.222702026367188
bciiii_2,F7,DCT,OMP,1.6382631542558705,0.016382631542558704,23.037741036742162,13.222702026367188
bciiii_2,F5,DCT,OMP,1.5616826606436522,0.015616826606436523,22.34154340528875,13.222702026367188
bciiii_2,F3,DCT,OMP,3.7816971822842085,0.037816971822842084,15.710203672466378,13.222702026367188
bciiii_2,F1,DCT,OMP,6.449710798841542,0.06449710798841542,12.641856357440835,13.222702026367188
bciiii_2,Fz,DCT,OMP,3.2368603965583005,0.032368603965583005,16.066050861874597,13.222702026367188
bciiii_2,F2,DCT,OMP,3.1423249523661982,0.03142324952366198,17.519277162035344,13.222702026367188
bciiii_2,F4,DCT,OMP,3.350450071351378,0.03350450071351378,17.36604829657543,13.222702026367188
bciiii_2,F6,DCT,OMP,2.521889678908803,0.02521889678908803,19.784537023629984,13.222702026367188
